term,POS,sentiment
assertiveness,n,0
assess,v,0
assessment,n,0
assessor,n,0
asset,n,2
asshole,n,-2
assiduous,adj,1
assiduously,adv,2
assiduousness,n,2
assign,v,0
assignation,n,0
assignment,n,0
assimilate,v,0
assimilation,n,0
assist,v,0
assistance,n,1
assistant,adj,0
assn.,n,0
assoc.,n,0
associate,adj,0
associate,v,0
association,n,0
associative,adj,0
assort,v,0
assorted,adj,0
assortment,n,0
asst.,n,0
assuage,v,0
assume,v,0
assumption,n,0
assurance,n,2
assure,v,1
assured,adj,2
assuredly,adv,2
aster,n,0
asterisk,v,0
astern,adv,0
asteroid,adj,0
asthma,n,-1
asthmatic,adj,-1
astigmatic,adj,-1
astigmatism,n,0
astir,adj,0
astonish,v,0
astonishing,adj,2
astonishingly,adv,1
astonishment,n,0
astound,v,0
astounding,adj,2
astoundingly,adv,0
astrakhan,n,0
astral,adj,0
astray,adv,-2
astride,adv,0
astringency,n,0
astringent,adj,-1
astrologer,n,0
astrological,adj,0
astrology,n,0
astronaut,n,0
astronautics,n,0
astronomer,n,0
astronomic,adj,0
astronomical,adj,0
astronomically,adv,0
astronomy,n,0
astrophysicist,n,0
astrophysics,n,0
astute,adj,2
astutely,adv,2
astuteness,n,2
asunder,adj,0
asunder,adv,-1
asylum,n,-1
asymmetric,adj,0
asymmetrical,adj,0
asymmetry,n,0
at,prep,0
ate,v,0
atheism,n,0
atheist,adj,0
atheistic,adj,0
athlete,n,0
athletic,adj,1
athletically,adv,0
athletics,n,0
atlas,n,0
atmosphere,n,0
atmospheric,adj,0
atoll,n,0
atom,n,0
atomic,adj,0
atomizer,n,0
atonal,adj,0
atonality,n,0
atone,v,-1
atonement,n,0
atop,adv,0
atria,n,0
atrium,n,0
atrocious,adj,-3
atrociously,adv,-2
atrociousness,n,-2
atrocity,n,-2
atrophy,v,-1
attach,v,0
attache,n,0
attachment,n,0
attack,v,-1
attacker,n,-2
attain,v,0
attainable,adj,1
attainment,n,0
attar,n,0
attempt,v,0
attend,v,0
attendance,n,0
attendant,adj,0
attention,n,0
attentive,adj,2
attentively,adv,1
attentiveness,n,2
attenuate,adj,0
attenuate,v,0
attenuation,n,0
attest,v,0
attic,adj,0
attire,v,0
attitude,n,0
attn.,n,0
attorney,n,0
attract,v,0
attraction,n,2
attractive,adj,2
attractively,adv,2
attractiveness,n,2
attributable,adj,0
attribute,v,0
attribution,n,0
attributive,adj,0
attrition,n,-1
attune,v,1
atty.,n,0
atypical,adj,0
atypically,adv,0
auburn,adj,0
auction,v,0
auctioneer,v,0
audacious,adj,-1
audaciously,adv,-2
audacity,n,-1
audibility,n,0
audible,adj,0
audibly,adv,0
audience,n,0
audio,n,0
audiophile,n,0
audiovisual,adj,0
audit,v,0
audition,v,0
auditor,n,0
auditorium,n,0
auditory,adj,0
auger,n,0
aught,pron,0
augment,v,0
augmentation,n,0
augur,v,0
augury,n,0
august,adj,0
auk,n,0
aunt,n,0
aura,n,0
aural,adj,0
aurally,adv,0
aureole,n,0
auricle,n,0
auspices,n,0
auspicious,adj,2
auspiciously,adv,2
austere,adj,-1
austerely,adv,-1
austerity,n,-1
australian,adj,0
austrian,adj,0
authentic,adj,2
authentically,adv,2
authenticate,v,0
authentication,n,0
authenticity,n,0
author,v,0
authoritarian,adj,-1
authoritarianism,n,-2
authoritative,adj,1
authoritatively,adv,0
authority,n,0
authorization,n,0
authorize,v,0
authorship,n,0
autism,n,-1
autistic,adj,-1
auto,n,0
autobiographical,adj,0
autobiography,n,0
autocracy,n,-1
autocrat,n,-1
autocratic,adj,-1
autocratically,adv,-2
autograph,v,0
automate,v,0
automatic,adj,0
automatically,adv,0
automation,n,0
automaton,n,0
automobile,v,0
automotive,adj,0
autonomous,adj,1
autonomously,adv,0
autonomy,n,0
autopilot,n,0
autopsy,v,0
autumn,n,0
autumnal,adj,0
auxiliary,adj,0
avail,v,0
availability,n,0
available,adj,0
avalanche,n,-1
avant-garde,adj,0
avarice,n,-2
avaricious,adj,-2
avariciously,adv,-2
avatar,n,0
avdp.,n,0
avenge,v,-1
avenger,n,-1
avenue,n,0
aver,v,0
average,adj,-1
average,v,0
averse,adj,-2
aversion,n,-2
avert,v,0
avg.,n,0
avian,adj,0
aviary,n,0
aviation,n,0
aviator,n,0
avid,adj,1
avidity,n,0
avidly,adv,2
avionics,n,0
avocado,adj,0
avocation,n,0
avoid,v,0
avoidable,adj,0
avoidably,adv,0
avoidance,n,0
avoirdupois,n,0
avow,v,0
avowal,n,0
avowed,adj,0
avuncular,adj,0
await,v,0
awake,adj,0
awake,v,0
awaken,v,0
awakening,n,0
award,v,2
aware,adj,0
awareness,n,0
awash,adj,0
away,adj,0
away,adv,0
awe,v,2
aweigh,adj,0
awesome,adj,3
awestruck,adj,2
awful,adj,-3
awful,adv,-2
awfully,adv,-3
awhile,adv,0
awkward,adj,-1
awkwardly,adv,-1
awkwardness,n,-1
awl,n,0
awning,n,0
awoke,v,0
awoken,adj,0
awol,adj,-2
awry,adj,-1
awry,adv,-2
ax,v,0
axe,v,-1
axes,n,0
axial,adj,0
axiom,n,0
axiomatic,adj,0
axiomatically,adv,0
axis,n,0
axle,n,0
axon,n,0
ayatollah,n,0
aye,n,0
azalea,n,0
azimuth,n,0
azure,adj,0
azure,v,0
b,n,0
b.c.,adv,0
baa,v,0
babble,v,-1
babbler,n,-1
babe,n,0
babel,n,0
baboon,n,0
babushka,n,0
baby,v,0
babyhood,n,0
babyish,adj,-1
baby-sit,v,0
babysitter,n,0
baccalaureate,n,0
bacchanalian,adj,-1
bachelor,v,0
bacilli,n,0
bacillus,n,0
back,adj,0
back,adv,0
back,v,0
backache,n,-1
backbit,v,-1
backbite,v,-2
backbiter,n,-1
backbitten,adj,-1
backboard,n,0
backbone,n,1
backbreaking,adj,-2
backdrop,n,0
backer,n,0
backfield,n,0
backfire,v,-1
backgammon,n,0
background,n,0
backhand,adj,0
backhand,v,-1
backhanded,adj,-1
backhoe,n,0
backing,n,0
backlash,v,0
backlog,v,0
backpack,v,0
backpacker,n,0
backpedal,v,-1
backrest,n,0
backside,n,0
backslapper,n,0
backslid,v,-1
backslide,v,-1
backslider,n,-1
backspace,v,0
backstage,adj,0
backstage,adv,0
backstop,v,0
backstretch,n,0
backstroke,v,0
backtalk,n,-1
back-to-back,adj,0
backtrack,v,0
backup,n,0
backward,adj,-2
backward,adv,-2
backwardness,n,-1
backwards,adv,-1
backwater,n,0
backwoods,n,0
backyard,n,0
bacon,n,0
bacteria,n,0
bacterial,adj,0
bacteriological,adj,0
bacteriologist,n,0
bacteriology,n,0
bacterium,n,-1
bad,adj,-2
bad,adv,-2
bade,v,0
badge,v,0
badger,v,-1
badlands,n,-1
badly,adv,-2
badminton,n,0
badmouth,v,-2
badness,n,-2
bad-tempered,adj,-2
baffle,v,-1
bafflement,n,-1
baffling,adj,-1
bag,v,0
bagel,n,0
baggage,n,0
bagginess,n,0
baggy,adj,0
bagpipe,n,0
bagpipes,n,0
bah,excl,-2
bail,v,0
bailiff,n,0
bailiwick,n,0
bait,v,-1
baize,n,0
bake,v,0
baker,n,0
bakery,n,0
balalaika,n,0
balance,v,0
balcony,n,0
bald,adj,-1
bald,v,0
balderdash,n,-1
balding,adj,-1
baldly,adv,-2
baldness,n,-1
bale,v,0
baleful,adj,-2
balefully,adv,-2
balk,v,-1
balky,adj,-2
ball,v,0
ballad,n,0
ballast,v,0
ballerina,n,0
ballet,n,0
ballistic,adj,0
ballistics,n,0
balloon,v,0
balloonist,n,0
ballot,v,0
ballpark,n,0
ballplayer,n,0
ballpoint,n,0
ballroom,n,0
balls,n,0
ballsy,adj,0
ballyhoo,v,0
balm,n,0
balmy,adj,0
baloney,n,-1
balsa,n,0
balsam,n,0
baluster,n,0
balustrade,n,0
bamboo,n,0
bamboozle,v,-1
ban,v,-1
banal,adj,-2
banality,n,-1
banana,n,0
band,v,0
bandage,v,0
bandana,n,0
bandanna,n,0
bandit,n,-1
bandoleer,n,0
bandolier,n,0
bandstand,n,0
bandwagon,n,0
bandy,adj,0
bandy,v,0
bandy-legged,adj,-1
bane,n,-2
baneful,adj,-2
bang,adv,0
bang,v,0
bangle,n,0
bangs,n,0
bang-up,adj,1
banish,v,-1
banishment,n,-2
banister,n,0
banjo,n,0
bank,v,0
bankbook,n,0
banker,n,0
banking,n,0
banknote,n,0
bankroll,v,0
bankrupt,adj,-2
bankrupt,v,-2
bankruptcy,n,-2
banner,adj,0
banns,n,0
banquet,v,0
banshee,n,-2
bantam,adj,0
bantamweight,n,0
banter,v,0
bantu,adj,0
banyan,n,0
baobab,n,0
baptism,n,0
baptismal,adj,0
baptize,v,0
bar,v,0
barb,v,0
barbarian,adj,-2
barbaric,adj,-2
barbarism,n,-2
barbarity,n,-2
barbarous,adj,-2
barbarously,adv,-2
barbecue,v,0
barbed,adj,-1
barbell,n,0
barber,v,0
barbershop,n,0
barbiturate,n,0
bard,v,0
bare,adj,0
bare,v,0
bare-assed,adj,0
bareback,adj,0
bareback,adv,0
barefaced,adj,-1
barefoot,adj,0
barefoot,adv,0
barefooted,adj,0
barefooted,adv,0
barehanded,adj,0
bareheaded,adj,0
barely,adv,0
bareness,n,0
barf,v,-1
bargain,n,2
barge,v,-1
baritone,adj,0
barium,n,0
bark,v,0
barker,n,0
barley,n,0
barmaid,n,0
barn,n,0
barnacle,n,0
barnstorm,v,0
barnyard,n,0
barometer,n,0
barometric,adj,0
baron,n,0
baroness,n,0
baronet,n,0
baronial,adj,0
baroque,adj,0
barracks,n,0
barracuda,n,0
barrage,v,0
barrel,v,0
barren,adj,-2
barrenness,n,-1
barrette,n,0
barricade,v,0
barrier,n,0
barring,prep,0
barrio,n,0
barrister,n,0
barroom,n,0
barrow,n,0
bartender,n,0
barter,v,0
basal,adj,0
basalt,n,0
base,adj,0
base,v,0
baseball,n,0
baseboard,n,0
baseless,adj,-1
baseline,n,0
basely,adv,-2
baseman,n,0
basement,n,0
baseness,n,-2
bases,n,0
bash,v,-1
bashful,adj,0
bashfully,adv,0
bashfulness,n,0
basic,adj,0
basically,adv,0
basil,n,0
basilica,n,0
basin,n,0
basis,n,0
bask,v,0
basket,n,0
basketball,n,0
bass,adj,0
bassinet,n,0
bassist,n,0
bassoon,n,0
bastard,adj,-3
bastardize,v,-2
baste,v,0
bastion,n,0
bat,v,0
batch,v,0
bated,adj,0
bath,v,0
bathe,v,0
bather,n,0
bathhouse,n,0
bathmat,n,0
bathos,n,0
bathrobe,n,0
bathroom,n,0
bathtub,n,0
batik,v,0
baton,n,0
battalion,n,0
batten,v,0
batter,v,0
battery,n,0
battle,v,0
battlefield,n,0
battleground,n,0
battlement,n,0
battleship,n,0
batty,adj,-1
bauble,n,-1
baud,n,0
bauxite,n,0
bawdily,adv,-2
bawdiness,n,-1
bawdy,adj,-1
bawl,v,-1
bay,adj,0
bay,v,0
bayberry,n,0
bayonet,v,0
bayou,n,0
bazaar,n,0
bazooka,n,0
be,v,0
beach,v,0
beachcomber,n,0
beachhead,n,0
beacon,v,0
bead,v,0
beady,adj,0
beagle,n,0
beak,v,0
beaker,n,0
beam,v,0
bean,v,0
beanbag,n,0
bear,v,0
bearable,adj,0
beard,v,0
bearded,adj,0
bearer,n,0
bearing,adj,0
bearish,adj,-1
beast,n,-1
beastliness,n,-1
beastly,adj,-2
beastly,adv,-2
beat,adj,0
beat,v,0
beaten,adj,-1
beater,n,0
beatific,adj,2
beatification,n,2
beatify,v,1
beating,n,-2
beatitude,n,0
beatnik,n,0
beat-up,adj,-1
beau,n,0
beauteous,adj,2
beauteously,adv,0
beautician,n,0
beautification,n,0
beautiful,adj,2
beautifully,adv,2
beautify,v,1
beauty,n,2
beaux,n,0
beaver,v,0
bebop,v,0
became,v,0
because,conj,0
beck,n,0
beckon,v,0
become,v,0
becoming,adj,2
becomingly,adv,2
bed,v,0
bedbug,n,-1
bedclothes,n,0
bedding,n,0
bedeck,v,0
bedevil,v,-1
bedevilment,n,-1
bedfellow,n,0
bedlam,n,-1
bedpan,n,0
bedraggled,adj,-1
bedridden,adj,-1
bedrock,n,0
bedroll,n,0
bedroom,n,0
bedside,n,0
bedsore,n,-1
bedspread,n,0
bedstead,n,0
bedtime,n,0
bee,n,0
beech,n,0
beef,v,0
beefsteak,n,0
beefy,adj,0
beehive,n,0
beekeeper,n,0
beeline,n,0
been,v,0
beep,v,0
beeper,n,0
beer,n,0
beeswax,v,0
beet,n,0
beetle,adj,0
beetle,v,0
beeves,n,0
befall,v,0
befallen,v,-1
befell,v,-1
befit,v,0
befitting,adj,1
before,adv,0
beforehand,adj,0
beforehand,adv,0
befoul,v,-2
befriend,v,1
befuddle,v,-1
befuddled,adj,-1
beg,v,-1
began,v,0
beget,v,0
beggar,v,-1
beggarly,adj,-2
begin,v,0
beginner,n,0
beginning,adj,0
begone,v,-1
begonia,n,0
begot,v,0
begotten,adj,0
begrudge,v,-1
begrudgingly,adv,-1
beguile,v,-1
beguilingly,adv,0
begun,v,0
behalf,n,0
behave,v,0
behavior,n,0
behavioral,adj,0
behead,v,-2
beheld,v,0
behemoth,n,0
behest,n,0
behind,adj,0
behind,adv,0
behold,v,0
beholden,adj,-2
beholder,n,0
behoove,v,0
beige,adj,0
being,n,0
belabor,v,-1
belated,adj,-1
belatedly,adv,-1
belay,v,0
belch,v,-1
beleaguer,v,-2
belfry,n,0
belgian,adj,0
belie,v,-1
belief,n,0
believable,adj,1
believe,v,0
believer,n,0
belittle,v,-1
bell,v,0
belladonna,n,0
bell-bottom,adj,0
bellboy,n,0
belle,n,0
bellhop,n,0
bellicose,adj,-1
bellicosity,n,-2
belligerence,n,-2
belligerency,n,-2
belligerent,adj,-2
belligerently,adv,-2
bellow,v,0
bellows,n,0
bellwether,n,0
belly,v,0
bellyache,n,-1
bellybutton,n,0
bellyful,n,0
belong,v,0
belongings,n,0
beloved,adj,2
below,adv,-1
belt,v,0
beltway,n,0
bemoan,v,-1
bench,v,0
benchmark,n,0
bend,v,0
beneath,adv,-1
benediction,n,2
benefaction,n,2
benefactor,n,2
benefactress,n,2
beneficence,n,2
beneficent,adj,2
beneficial,adj,2
beneficially,adv,2
beneficiary,adj,1
benefit,v,2
benevolence,n,2
benevolent,adj,2
benevolently,adv,2
benighted,adj,-2
benign,adj,2
benignly,adv,2
bent,adj,-1
benzene,n,0
bequeath,v,0
bequest,n,0
berate,v,-1
bereave,v,-1
bereavement,n,-2
bereft,adj,-2
beret,n,0
berg,n,0
beriberi,n,-1
berm,n,0
berry,v,0
berserk,adj,-2
berth,v,0
beryl,n,0
beryllium,n,0
beseech,v,-1
beset,v,-1
beside,prep,0
besides,adv,0
besiege,v,-1
besmirch,v,-2
besotted,adj,-1
besought,v,0
bespeak,v,0
bespoke,adj,0
bespoken,adj,0
best,adj,3
best,adv,3
best,v,2
bestial,adj,-2
bestiality,n,-2
bestiary,n,-1
bestir,v,0
bestow,v,0
bestowal,n,0
bestridden,n,0
bestride,v,0
bestrode,v,0
bestseller,n,2
best-selling,adj,2
bet,v,0
beta,adj,0
betake,n,0
betoken,v,0
betray,v,-2
betrayal,n,-2
betrayer,n,-2
betroth,v,0
betrothal,n,0
betrothed,adj,0
better,adj,2
better,adv,2
better,v,1
betterment,n,0
bettor,n,0
between,adv,0
betwixt,adv,0
bevel,v,0
beverage,n,0
bevy,n,0
bewail,v,-1
beware,v,-1
bewilder,v,-1
bewildered,adj,-1
bewildering,adj,-1
bewilderment,n,-1
bewitch,v,-1
bewitching,adj,1
beyond,adv,0
biannual,adj,0
bias,adj,-1
bias,v,-1
biathlon,n,0
bib,v,0
bible,n,0
biblical,adj,1
bibliographer,n,0
bibliographic,adj,0
bibliographical,adj,0
bibliography,n,0
bibliophile,n,0
bicameral,adj,0
bicentennial,adj,0
biceps,n,0
bicker,v,-1
bicuspid,adj,0
bicycle,v,0
bicyclist,n,0
bid,v,0
bidden,v,0
bidder,n,0
bidding,n,0
bide,v,0
bidet,n,0
biennial,adj,0
biennially,adv,0
bier,n,0
bifocal,adj,0
bifocals,n,0
bifurcate,adj,0
bifurcate,v,0
bifurcation,n,0
big,adj,1
big,adv,0
bigamist,n,-2
bigamous,adj,-1
bigamy,n,-2
bighearted,adj,2
bighorn,n,0
bight,v,0
bigmouth,n,-2
bigness,n,0
bigot,n,-2
bigoted,adj,-2
bigotry,n,-2
bigwig,n,0
bike,v,0
biker,n,0
bikini,n,0
bilateral,adj,0
bilaterally,adv,0
bile,n,-1
bilge,v,-1
bilingual,adj,1
bilious,adj,-1
bilk,v,-2
bill,v,0
billboard,n,0
billet,v,0
billfold,n,0
billiards,n,0
billing,n,0
billion,adj,1
billionaire,n,0
billionth,adj,0
billow,v,0
billowy,adj,0
billy,n,0
bimbo,n,-2
bimonthly,adj,0
bimonthly,adv,0
bin,v,0
binary,adj,0
bind,v,0
binder,n,0
bindery,n,0
binding,adj,0
binge,v,-1
bingo,n,0
binnacle,n,0
binocular,adj,0
binoculars,n,0
binomial,adj,0
biochemical,adj,0
biochemist,n,0
biochemistry,n,0
biodegradable,adj,2
biodiversity,n,0
biofeedback,n,0
biographer,n,0
biographical,adj,0
biography,n,0
biological,adj,0
biologically,adv,0
biologist,n,0
biology,n,0
bionic,adj,0
biophysics,n,0
biopsy,n,0
biorhythm,n,0
biosphere,n,0
biotechnology,n,0
bipartisan,adj,1
bipartite,adj,0
biped,adj,0
biplane,n,0
biracial,adj,0
birch,adj,0
birch,v,0
bird,v,0
birdbath,n,0
birdbrained,adj,-2
birdhouse,n,0
birdie,v,0
birdseed,n,0
birdwatcher,n,0
birth,v,0
birthday,n,1
birthmark,n,0
birthplace,n,0
birthrate,n,0
birthright,n,0
birthstone,n,0
biscuit,n,0
bisect,v,0
bisection,n,0
bisector,n,0
bisexual,adj,0
bisexuality,n,0
bishop,n,0
bishopric,n,0
bismuth,n,0
bison,n,0
bisque,n,0
bistro,n,0
bit,n,0
bitch,v,-1
bitchy,adj,-2
bite,v,0
biting,adj,-1
bitten,adj,-1
bitter,adj,-2
bitter,adv,-2
bitter,v,0
bitterly,adv,-2
bittern,n,0
bitterness,n,-2
bittersweet,adj,-1
bitumen,n,0
bivalve,adj,0
bivouac,v,0
biweekly,adj,0
biweekly,adv,0
bizarre,adj,-1
blab,v,-1
blabbermouth,n,-2
black,adj,0
black,v,0
black-and-blue,adj,-2
blackball,v,-2
blackberry,v,0
blackbird,n,0
blackboard,n,0
blacken,v,-1
blackguard,v,-2
blackhead,n,-1
blackish,adj,0
blackjack,v,0
blacklist,v,-1
blackmail,v,-2
blackmailer,n,-2
blackness,n,0
blackout,n,0
blacksmith,n,0
black-tie,adj,0
blacktop,v,0
bladder,n,0
blade,n,0
blah,n,-1
blame,adj,-2
blame,v,-1
blameless,adj,2
blamelessly,adv,2
blameworthy,adj,-2
blanch,v,0
bland,adj,-1
blandishment,n,0
blandly,adv,-1
blandness,n,-1
blank,adj,-1
blank,v,0
blanket,adj,0
blanket,v,0
blankly,adv,-1
blankness,n,-1
blare,v,-1
blarney,v,0
blase,adj,-1
blaspheme,v,-2
blasphemer,n,-2
blasphemous,adj,-2
blasphemy,n,-2
blast,v,0
blastoff,n,0
blatant,adj,-1
blatantly,adv,-1
blaze,v,0
blazer,n,0
blazon,v,0
bldg.,n,0
bleach,v,0
bleachers,n,0
bleak,adj,-2
bleakly,adv,-2
bleakness,n,-2
bleary,adj,-1
bleat,v,0
bled,v,-1
bleed,v,-1
bleeder,n,0
bleep,v,0
blemish,v,-1
blench,v,-1
blend,v,0
blender,n,0
bless,v,2
blessed,adj,2
blessedness,n,2
blessing,n,2
blew,v,0
blight,v,-2
blimp,n,0
blind,adj,-2
blind,v,-1
blindfold,adj,0
blindfold,v,0
blindly,adv,-1
blindness,n,-2
blindside,v,-1
blink,v,0
blinker,v,0
blintz,n,0
blip,n,0
bliss,n,3
blissful,adj,2
blissfully,adv,2
blister,v,-1
blithe,adj,1
blithely,adv,-1
blitz,v,0
blizzard,n,0
bloat,v,-1
bloated,adj,-1
blob,v,0
bloc,n,0
block,v,-1
blockade,v,-1
blockage,n,-1
blockbuster,n,0
blockhead,n,-2
blockhouse,n,0
blond,adj,0
blonde,adj,0
blood,v,0
bloodbath,n,-2
bloodcurdling,adj,-2
bloodhound,n,0
bloodless,adj,1
bloodlessly,adv,1
bloodmobile,n,0
bloodshed,n,-2
bloodshot,adj,-1
bloodstained,adj,-2
bloodstream,n,0
bloodsucker,n,-2
bloodthirstiness,n,-2
bloodthirsty,adj,-2
bloody,adj,-2
bloody,adv,-2
bloody,v,-1
bloom,v,2
bloomers,n,0
blooming,adj,1
blooper,n,0
blossom,v,1
blot,v,0
blotch,v,-1
blotchy,adj,-1
blotter,n,0
blouse,n,0
blow,n,-2
blow-by-blow,adj,0
blow-dry,v,0
blower,n,0
blowgun,n,0
blown,adj,0
blowout,n,0
blowsy,adj,-1
blowtorch,n,0
blowup,n,-2
blowzy,adj,-1
blubber,v,0
bludgeon,v,-2
blue,adj,0
blue,v,0
bluebell,n,0
blueberry,n,0
bluebird,n,0
blue-blooded,adj,1
blue-collar,adj,0
bluefish,n,0
bluegrass,n,0
blueprint,v,0
blues,n,-1
bluff,adj,-1
bluff,v,-1
bluing,n,0
bluish,adj,0
blunder,v,-2
blunderbuss,n,0
blunderer,n,-2
blunt,adj,-1
blunt,v,0
bluntly,adv,-1
bluntness,n,-1
blur,v,-1
blurb,n,0
blurry,adj,-1
blurt,v,-1
blush,v,0
blusher,n,0
bluster,v,-1
blustery,adj,0
blvd.,n,0
boa,n,0
boar,n,0
board,v,0
boarder,n,0
boardinghouse,n,0
boardroom,n,0
boardwalk,n,0
boast,v,-1
boaster,n,-2
boastful,adj,-2
boastfully,adv,-2
boastfulness,n,-2
boat,v,0
boater,n,0
boatman,n,0
boatswain,n,0
bob,v,0
bobbin,n,0
bobble,v,0
bobby,n,0
bobcat,n,0
bobsled,v,0
bobwhite,n,0
bode,v,0
bodice,n,0
bodily,adj,0
bodily,adv,0
bodkin,n,0
body,v,0
bodyguard,n,0
bog,v,0
bogey,v,0
bogeyman,n,-2
boggle,v,-1
boggy,adj,0
bogie,n,0
bogus,adj,-2
bogy,n,0
bohemian,adj,0
boil,n,-1
boiler,n,0
boilerplate,n,0
boisterous,adj,0
boisterously,adv,0
boisterousness,n,0
bold,adj,1
boldface,v,0
boldfaced,adj,-1
boldly,adv,2
boldness,n,0
bole,n,0
bolero,n,0
bolivian,adj,0
boll,n,0
bologna,n,0
bolshevik,adj,0
bolster,v,1
bolt,adv,0
bolt,v,-1
bomb,v,-2
bombard,v,-1
bombardier,n,0
bombardment,n,-2
bombast,n,-1
bombastic,adj,-2
bomber,n,0
bombshell,n,0
bonanza,n,2
bonbon,n,0
bond,v,0
bondage,n,-2
bone,adj,0
bone,v,0
bone-dry,adj,0
bonehead,n,-2
boner,n,0
bonfire,n,0
bongo,n,0
bonnet,v,0
bonny,adj,2
bonsai,n,0
bonus,n,2
bony,adj,0
boo,v,-1
boob,v,0
booby,n,-1
boogie,v,0
book,v,0
bookcase,n,0
bookend,n,0
bookie,n,0
booking,n,0
bookish,adj,0
bookkeeper,n,0
bookkeeping,n,0
booklet,n,0
bookmaker,n,0
bookmark,n,0
bookmobile,n,0
bookshelf,n,0
bookshelves,n,0
bookstore,n,0
bookworm,n,0
boom,n,2
boomerang,v,0
boon,adj,1
boondocks,n,0
boondoggle,v,-1
boor,n,-2
boorish,adj,-2
boorishly,adv,-2
boost,v,1
booster,n,0
boot,v,0
bootee,n,0
booth,n,0
bootie,n,0
bootleg,adj,-1
bootleg,v,-1
bootlegger,n,-1
booty,n,-1
booze,v,0
boozer,n,-1
bop,v,0
borax,n,0
border,v,0
borderland,n,0
borderline,adj,-1
bore,v,-1
boredom,n,-1
boring,adj,-2
born,adj,0
born-again,adj,1
borne,v,0
boron,n,0
borough,n,0
borrow,v,0
borrower,n,0
borscht,n,0
bosh,n,0
bosom,v,0
boss,adj,0
boss,v,0
bossiness,n,-1
bossy,adj,-2
bosun,n,0
botanical,adj,0
botanist,n,0
botany,n,0
botch,v,-1
both,adj,0
bother,v,-1
bothersome,adj,-2
bottle,v,0
bottleneck,v,0
bottom,adj,-1
bottom,v,0
bottomless,adj,-1
botulism,n,-2
boudoir,n,0
bouffant,adj,0
bough,n,0
bought,v,0
bouillabaisse,n,0
bouillon,n,0
boulder,n,0
boulevard,n,0
bounce,v,0
bouncer,n,0
bouncing,adj,0
bouncy,adj,0
bound,adj,0
bound,v,0
boundary,n,0
boundless,adj,2
bounds,n,0
bounteous,adj,2
bountiful,adj,2
bounty,n,2
bouquet,n,1
bourbon,n,0
bourgeois,adj,0
bourgeoisie,n,0
bout,n,0
boutique,n,0
boutonniere,n,0
bovine,adj,-1
bow,v,0
bowdlerize,v,-1
bowel,n,0
bower,v,0
bowl,v,0
bowlegged,adj,-1
bowler,n,0
bowling,n,0
bowman,n,0
bowsprit,n,0
bowstring,n,0
box,v,0
boxcar,n,0
boxer,n,0
boxing,n,0
boy,n,0
boycott,v,-2
boyfriend,n,0
boyhood,n,0
boyish,adj,1
boyishly,adv,1
boyishness,n,1
boysenberry,n,0
bozo,n,-2
bra,n,0
brace,v,0
bracelet,n,0
braces,n,0
bracing,adj,1
bracken,n,0
bracket,v,0
brackish,adj,-1
bract,n,0
brad,v,0
brag,adj,-2
brag,v,-1
braggart,adj,-2
bragger,n,-2
braid,v,0
braille,v,0
brain,v,0
brainchild,n,0
brainchildren,n,0
brainless,adj,-2
brainstorm,v,0
brainstorming,v,0
brainteaser,n,0
brainwash,v,-1
brainwashing,n,-2
brainy,adj,2
braise,v,0
brake,v,0
brakeman,n,0
bramble,n,0
bran,n,0
branch,v,0
brand,v,0
brandish,v,0
brand-new,adj,1
brandy,n,0
brash,adj,-1
brashly,adv,-1
brashness,n,-2
brass,n,0
